Fecha,Descripción,Mano de obra (€),Tipo,Marca
2023-10-20,REDMI 10C CAMBIO DE BATERIA PRESUPUESTO 55 29.5€,29.50€,Cambio batería,Xiaomi/Redmi
2023-10-20,REDMI NOTE 9 CAMBIO PANTALLA COMPATIBLE 59€ 33€,59.00€,Cambio pantalla,Xiaomi/Redmi
2023-10-19,"iphone 11 CAMBIO DE PANTALLA COMAPTIBLE 85€, GOL 20€",85.00€,Cambio pantalla,Apple
2023-10-19,"s8 plus (ali) no inicia, si es reparación de pl 50€",50.00€,Otros,Samsung
2023-10-19,s20 ultra cambio pantalla service pack 229€ deja 31€,229.00€,Cambio pantalla,Samsung
2023-10-19,"realme c1 cAMBIO PANTALLA 65€, ESQUINAS GOLPEADA 43€",65.00€,Cambio pantalla,Oppo/Realme
2023-10-19,VIVO Y52 CAMBIO DE PANTALLA COMAPTIBLE 55€. 31€,55.00€,Cambio pantalla,Otras
2023-10-19,SAMSUNG A12 LA BANDEJA SIM NO SALE 25€ PRESUPUESTO 25€,25.00€,Otros,Samsung
2023-10-18,iphone 11 pro max REMONTAR PARA DEJAR PEGADA LA PANTALLA 2 25€,25.00€,Otros,Apple
2023-10-18,"IPHONE X CAMBIO BATERIA , TIENE LA PANTALLA LEVAN 45€",45.00€,Cambio pantalla,Apple
2023-10-18,"iphone x cambio pantalla compatible, aparece noti 20€",20.00€,Cambio pantalla,Apple
2023-10-18,"iphone 7 no carga nada 39€, no tiene cristal ca 15€",39.00€,Otros,Apple
2023-10-18,iphone x CAMBIO PANTALLA COMPATIBLE 75€ 20€,75.00€,Cambio pantalla,Apple
2023-10-10,"SAMSUNG A70 NOCARGA NADA, SI ES CONECTOR 49€ SI ES 89€",49.00€,Puerto carga/conector,Samsung
2023-10-10,a13 5g (a136b) cambio pantalla 55€ 38€,55.00€,Cambio pantalla,Samsung
2023-10-10,IPHONE 11 CAMBIO PANTALLA 85€ TAPA TRASERA Y MA 20€,85.00€,Cambio pantalla,Apple
2023-10-10,mate 10 lite la bateria le dura medio dia 39€ si es 29€,39.00€,Cambio batería,Huawei/Honor
2023-10-10,"iphone xs max EL TELefono se reinicia sólo, la client 55€",55.00€,Otros,Apple
2023-10-07,a03 (a035f cambio pantalla compatible 55€ 25€,55.00€,Cambio pantalla,Samsung
2023-10-07,redmi note 10 pro limpieza conector 15€ 25€,15.00€,Puerto carga/conector,Xiaomi/Redmi
2023-10-07,note 8 pro cambio pantalla compatible 55€ 26€,55.00€,Cambio pantalla,Samsung
2023-10-07,"iphone 6 cambio de pantalla 45€, se le quedo en 20€",45.00€,Cambio pantalla,Apple
2023-10-07,redmi 9 CAMBIO DE PANTALLA COMAPTIBLE 55€. 31€,55.00€,Cambio pantalla,Xiaomi/Redmi
2023-10-07,redmi 10c cambio pantalla compatible 55€.sensor 36€,55.00€,Cambio pantalla,Xiaomi/Redmi
2023-10-06,a03 cambio pantalla compatible 55€ 39€,55.00€,Cambio pantalla,Samsung
2023-10-06,IPHONE 8 despues de la ultima reparacion aparecio 39€,39.00€,Otros,Apple
2023-10-06,iphone 11 pro max CAMBIO DE TAPA TRASERA 105€. 90€,105.00€,Tapa trasera,Apple
2023-10-06,note 8t cambio pateria 35€ esta hinchada y la 25€,35.00€,Otros,Samsung
2023-10-06,"a12 no carga, limpieza de conector 15€ med 15€",15.00€,Puerto carga/conector,Samsung
2023-10-05,REDMI NOTE 9S LIMPIEZA 15€ 15€,15.00€,Limpieza,Xiaomi/Redmi
2023-10-05,A21S CAMBIO DE PANTALLA COMPATIBLE CALIDAD PR 36€,36.00€,Cambio pantalla,Samsung
2023-10-05,a13 4g CAMBIO DE PANTALLA COMAPTIBLE 55€. 34€,55.00€,Cambio pantalla,Samsung
2023-10-04,mate 20 lite bateria hinchada 39€ aveces falla alta 49€,39.00€,Cambio batería,Huawei/Honor
2023-10-03,A13 CAMBIO PUERTO DE CARGA 49€. 49€,49.00€,Puerto carga/conector,Samsung
2023-10-03,redmi 12 cambio pantalla compatible 55€. avisar 30€,55.00€,Cambio pantalla,Xiaomi/Redmi
2023-10-03,y21s CAMBIO DE PANTALLA COMPATIBLE 55€. DE 36€,55.00€,Cambio pantalla,Otras
2023-10-03,TCL 20 5G CAMBIO DE PANTALLA COMAPTIBEL CALIDAD PR 31€,31.00€,Cambio pantalla,Otras
2023-10-03,SAMSUNG NOTE 9 LIMPIEZA COMPLETA 15€. CARGAR 15€,15.00€,Limpieza,Samsung
2023-10-02,mi9t CAMBIO DE PANTALLA COMAPTIBLE 79€. TI 29€,79.00€,Cambio pantalla,Otras
2023-10-02,"tcl 10l no carga, tiene el embellecedor roto. 49 49€",49.00€,Otros,Otras
2023-10-02,samsung a12 cambio pantalla compatible 55€ 40€,55.00€,Cambio pantalla,Samsung
2023-09-30,a42 cambio pantalla 79€ tiene la tapa desp 24€,79.00€,Cambio pantalla,Samsung
2023-09-30,"saMSUNG A32 4G NO CARGA, SI ES CAMBIO CONECTOR 49€ 49€",49.00€,Puerto carga/conector,Samsung
2023-09-30,s20 fe cambio pantalla service pack 139€ 54€,139.00€,Cambio pantalla,Samsung
2023-09-30,mi 9t CAMBIO PUERTO DE CARGA 49€ PARA LAS 21 49€,49.00€,Puerto carga/conector,Xiaomi/Redmi
2023-09-30,samsung a51 cambio pantalla incell 55€ no funcnion 34€,55.00€,Cambio pantalla,Samsung
2023-09-30,REDMI NOTE 10 5G CAMBIO DE PANTALLA COMPATIBLE 55€. 33€,55.00€,Cambio pantalla,Xiaomi/Redmi
2023-09-30,a22 4g cambio pantalla compatible 55-59€ segu 24€,59.00€,Cambio pantalla,Samsung
2023-09-30,"a12 boton de bloqueo no funciona, presupuest 20€",20.00€,Otros,Samsung
2023-09-29,iphone 11 microfo manos libres no funciona 49€ 39€,49.00€,Otros,Apple
2023-09-29,REDMI 9 CAMBIO DE PANTALLA 49€ 22€,49.00€,Cambio pantalla,Xiaomi/Redmi
2023-09-28,REDMI 9T CAMBIO DE PANTALLA 49€ 24€,49.00€,Cambio pantalla,Xiaomi/Redmi
2023-09-28,samsung a03 limpieza conector 15€ hidrogel 12€ 15€,15.00€,Puerto carga/conector,Samsung
2023-09-28,"J7 2017 J730 CAMBIO DE PANTALLA COMPATIBLE 59€, SI 57€",59.00€,Cambio pantalla,Samsung
2023-09-27,REDMI 9 CAMBIO PANTALLA 45 EUROS 22€,22.00€,Cambio pantalla,Xiaomi/Redmi
2023-09-27,REDMI 9 CAMBIO PANTALLA 45 EUROS 22€,22.00€,Cambio pantalla,Xiaomi/Redmi
2023-09-27,REDMI 9 CAMBIO DE PANTALLA 49€ 22€,49.00€,Cambio pantalla,Xiaomi/Redmi
2023-09-27,IPHONE 11 CAMBIO DE PANTALLA COMPATIBLE 85€. SE 20€,85.00€,Cambio pantalla,Apple
2023-09-27,IPHONE 8+ QUIERE REALIZAR EL CAMBIO DE PANTALLA SI 35€,35.00€,Cambio pantalla,Apple
2023-09-27,SONY XPERIA XZ1 CAMBIO DE AURICULAR 35€ REVISAR SI ES 34€,35.00€,Otros,Otras
2023-09-27,T5 MEDIAPAD CAMBIO PUERTO DE CARGA Y CAMBIO DE PANTA 79€,79.00€,Puerto carga/conector,Otras
2023-09-26,OPPO A53S 2020 CAMBIO DE PANTALLA COMPATIBLE 55€. MA 38€,55.00€,Cambio pantalla,Oppo/Realme
2023-09-25,redmi note 11 cambio camara trasera y sacar a la venta 15€,15.00€,Otros,Xiaomi/Redmi
2023-09-25,OPPO A 16S ARREGLO DE PANTALLA OLED OPPO A16S 75€ 40€,75.00€,Otros,Oppo/Realme
2023-09-25,samsung A51 CAMBIO DE PANTALLA OLED 79€ CAMARA T 32€,79.00€,Cambio pantalla,Samsung
2023-09-25,TCL 20R CAMBIO PANTALLA COMPATIBLE 39€. SE MAR 15€,39.00€,Cambio pantalla,Otras
2023-09-25,A51 VIENE DE OTRO SERVICIO TECNICO CON LA TA 89€,89.00€,Otros,Samsung
2023-09-23,IPHONE XS MAx CAMBIO DE PANTALLA OLED REMANOFACTURADA 30€,30.00€,Cambio pantalla,Apple
2023-09-23,IPHONE XR CAMBIO PUERTO DE CARGA 49€. NO CARGA 35€,49.00€,Puerto carga/conector,Apple
2023-09-23,iphone 7+ CAMBIO DE PANTALLA COMPATIBLE 45€. 20€,45.00€,Cambio pantalla,Apple
2023-09-23,iphone xr CAMBIO DE BATERIA COMPATIBLE PARA IPHONE 20€,20.00€,Cambio batería,Apple
2023-09-22,"IPHONE 13 LIMPIEZA AURICULAR 15€, COLOCAR CRISTA 15€",15.00€,Limpieza,Apple
2023-09-22,IPHONE 11 CAMBIO PANTALLA + TAPA TRASERA 180€ 2- 124€,180.00€,Cambio pantalla,Apple
2023-09-22,IPHONE 11 vuelve porque la pantalla se esta levant 15€,15.00€,Otros,Apple
2023-09-22,A51 CAMBIO CONECTOR 49€ 49€,49.00€,Puerto carga/conector,Samsung
2023-09-22,"IPHONE 12 TELEFONO MOJADO EN PISCINA AYER, TAPA TR 20€",20.00€,Tapa trasera,Apple
2023-09-22,"IPHONE 12 TELEFONO MOJADO EN PISCINA AYER, TAPA TR 99€",99.00€,Tapa trasera,Apple
2023-09-22,"IPHONE 12 TELEFONO MOJADO EN PISCINA AYER, TAPA TR 50€",50.00€,Tapa trasera,Apple
2023-09-21,OPPO A54 5G CAMBIO DE PANTALLA COMAPTIBLE CALIDAD PR 34€,34.00€,Cambio pantalla,Oppo/Realme
2023-09-21,mi a3 FALLA EL SENSOR DE PROXIMIDAD Y SE OFREC 29€,29.00€,Otros,Xiaomi/Redmi
2023-09-20,"p8 lite 2017 el cliente vuelve porque no carga, revis 25€",25.00€,Otros,Otras
2023-09-20,NOKIA 4.2 CAMBIO BATERIA 45€ PANTALLA ROTA. BAND 32€,45.00€,Cambio pantalla,Otras
2023-09-20,OPPO RENO 4Z 5G cambio pantalla 55€ viene esta tarde 32€,55.00€,Cambio pantalla,Oppo/Realme
2023-09-20,"a22 5g CAMBIO DE PANTALLA 55€, VIENE MAÑANA 37€",55.00€,Cambio pantalla,Samsung
2023-09-20,"IPHONE 12 TELEFONO COMPRADO AQUI LA SEMANA PASADA, 20€",20.00€,Otros,Apple
2023-09-19,iphone 11 pro TELEFONO MOJADO EN AGUA SALADA EL DOMING 155€,155.00€,Mojado/humedad,Apple
2023-09-19,redmi 9c pantalla despegada. pegar 25€ el color 25€,25.00€,Otros,Xiaomi/Redmi
2023-09-19,redmi 10c cambio pantalla compatible 55€. vendr 36€,55.00€,Cambio pantalla,Xiaomi/Redmi
2023-09-19,REALME 7 CAMBIO DE PANTALLA 55€ 33€,55.00€,Cambio pantalla,Oppo/Realme
2023-09-18,"IPHONE 11 LIMPIEZA AURICULAR 15€, NO SE ESCUCHA 15€",15.00€,Limpieza,Apple
2023-09-18,iphone x se queda en la manzana si hay que restab 20€,20.00€,Otros,Apple
2023-09-18,REDMI 12 PRO 5G REVISAR Y PRESUPUESTAR PANTALLA NO ENCIE 36€,36.00€,Otros,Xiaomi/Redmi
2023-09-18,"SAMSUN G M30S SE REINICIA Y NO CARGA, TIENE UN PINCHIT 26€",26.00€,Otros,Otras
2023-09-18,"a21s CAMBIO PUERTO DE CARGA 49€, NO SABE SI 49€",49.00€,Puerto carga/conector,Samsung
2023-09-16,iphone xs cambio pantalla 75€. golpe en la parte 20€,75.00€,Cambio pantalla,Apple
2023-09-16,oppo boton power no funci0na 39€ 39€,39.00€,Otros,Oppo/Realme
2023-09-15,iphone xs cambio pantalla 75€ tapa trasera muy r 20€,75.00€,Cambio pantalla,Apple
2023-09-15,IPHONE 8 CAMBIO DE BATERIA Y COMPROBAR ALTAVOZ AU 35€,35.00€,Cambio batería,Apple
2023-09-15,IPHONE 8 PLUS CAMBIO DE PANTALLA PRESUPUESTO DE 49€ 20€,49.00€,Cambio pantalla,Apple
2023-09-15,REDMI 9A CAMBIO DE PANTALLA COMAPTIBEL CALIDAD PR 39€,39.00€,Cambio pantalla,Xiaomi/Redmi
2023-09-15,REALME 8I RMX3151 CAMBIO PANTALLA 55 EUROS. CLIENTE A LA E 32€,32.00€,Cambio pantalla,Oppo/Realme
2023-09-13,tab a7 lite CAMBIO DE PANTALLA COMPATIBLE CALIDAD P 68.5€,68.50€,Cambio pantalla,Otras
2023-09-13,tab a7 lite CAMBIO DE PANTALLA COMPATIBLE CALIDAD P 0€,0.00€,Cambio pantalla,Otras
2023-09-13,TCL CAMBIO PANTALLA 45€ 15€,45.00€,Cambio pantalla,Otras
2023-09-13,iphone x CAMBIO DE PANTALLA COMPATIBLE 75€. SI 20€,75.00€,Cambio pantalla,Apple
2023-09-13,a70 CAMBIO DE PANTALLA COMPATIBLE OLED SIN H 27.5€,27.50€,Cambio pantalla,Samsung
2023-09-13,oppo a54 5g CAMBIO DE PANTALLA COMPATIBLE 59€. 37€,59.00€,Cambio pantalla,Oppo/Realme
2023-09-13,IPHONE 8+ CAMBIO DE MICROFONO 39€. 29€,39.00€,Otros,Apple
2023-09-12,IPAD 2602 cambio tactil 49€ 37.5€,49.00€,Otros,Otras
2023-09-12,A7 2018 CAMBIO PANTALLA COMPSATIBLE 75€ REVISA 39€,75.00€,Cambio pantalla,Samsung
2023-09-12,s20 plus cambio pantalla + tapa trasera 234€ vi 53€,234.00€,Cambio pantalla,Samsung
2023-09-12,t825 frp 49€ 49€,49.00€,FRP/desbloqueo,Otras
2023-09-12,"a025g dar presupuesto de pantalla original, la 48€",48.00€,Otros,Samsung
2023-09-12,"RED MAGIC 6 PRO CAMBIO DE BATERÍA COMPATIBLE 69€, DEJ 37€",69.00€,Cambio batería,Otras
2023-09-12,P20 LITE CAMBIO PANTALLA COMPATIBLE 55€ 37.5€,55.00€,Cambio pantalla,Otras
2023-09-12,SAMSUNG NOTE 20 ULTRA 5G al conectoarlo al cargador salta aviso p 39€,39.00€,Otros,Samsung
2023-09-12,iphone xr limpieza auricular 15€ 15€,15.00€,Limpieza,Apple
2023-09-12,IPHONE 7 CAMBIO PANTALLA COMPATIBLE 45€. ESQUIN 20€,45.00€,Cambio pantalla,Apple
2023-09-11,m5 lite 10 cambio pantalla 99€ esquinas del chasi 49€,99.00€,Cambio pantalla,Samsung
2023-09-11,TECLAST M40 CAMBIO DE TÁCTIL 55 €. 43.5€,55.00€,Otros,Otras
2023-09-11,"TABLET LENOVO NO CARGA, PRESUPUESTO INICIAL 55€. VI 55€",55.00€,Otros,Otras
2023-09-11,REDMI 9A CAMBIO DE PANTALLA COMPATIBLE 55€. 39€,55.00€,Cambio pantalla,Xiaomi/Redmi
2023-09-11,A12 125F CAMBIO DE PANTALLA COMAPTIBLE CALIDA PRE 38€,38.00€,Cambio pantalla,Samsung
2023-09-09,"IPHONE 7 CARGA INTERMITENTE, SI ES BATERIA 35€ 20€",35.00€,Cambio batería,Apple
2023-09-09,"IPHONE 7 CARGA INTERMITENTE, SI ES BATERIA 35€ 20€",35.00€,Cambio batería,Apple
2023-09-09,t550 CAMBIO PUERTO DE CARGA 39€. NO INICIA 39€,39.00€,Puerto carga/conector,Otras
2023-09-09,"LG Q60 NO ENCIENDE, HA ESTADO EN OTRO SERVICIO 39€",39.00€,Otros,Otras
2023-09-08,"mi 9t cambio pantalla 85€, esquina golpeada 34€",85.00€,Cambio pantalla,Xiaomi/Redmi
2023-09-08,"REDMI NOTE 11 CAMBIO DE PANTALLA CON MARCO 59€, VIEN 32€",59.00€,Cambio pantalla,Xiaomi/Redmi
2023-09-08,REEDMI NOTE 7 CAMBIO DE PANTALLA 59€. 29.5€,59.00€,Cambio pantalla,Xiaomi/Redmi
2023-09-07,REDMI 9 CAMBIO PANTALLA 49€ 25€,49.00€,Cambio pantalla,Xiaomi/Redmi
2023-09-07,iphone 11 REEMPLAZO PANTALLA 85 EUROS 1 HORA 20€,20.00€,Otros,Apple
2023-09-07,IPHONE X NOS LA LIO EL CLIENTE DESPUES DE COMPRAR 15€,15.00€,Otros,Apple
2023-09-07,oppo a54s CAMBIO DE PANTALLA COMPATIBLE CALIDAD PR 30€,30.00€,Cambio pantalla,Oppo/Realme
2023-09-07,"j3 ha metido la tarjeta sin bandeja, desmon 25€",25.00€,Otros,Samsung
2023-09-07,oppo find x5 lite sistema presupuesto de 25€. Protector 25€,25.00€,Otros,Oppo/Realme
2023-09-07,"p8 lite 2017 CAMBIO DE BATERÍA COMPATIBLE 39€, TIE 30€",39.00€,Cambio batería,Otras
2023-09-06,motorola moto g7 power cambio pantalla 55€ avisar cuando lleg 43.5€,55.00€,Cambio pantalla,Otras
2023-09-06,note 20 ultra PASAR MULTIMEDIA A PEN DRIVE 25 + 17 25€,25.00€,Otros,Samsung
2023-09-06,iphone 11 cambio bateria 55€ pieza compatible ap 20€,55.00€,Cambio batería,Apple
2023-09-06,iphone 11 cambio bateria 55€ pieza compatible ap 10€,55.00€,Cambio batería,Apple
2023-09-05,IPHONE 6+ CAMBIO DE PANTALLA 45€ Y BOTON HOME 15 33€,45.00€,Cambio pantalla,Apple
2023-09-05,s20 fe FRP 25€ PARA ESTA TARDE CRISTAL DE LA 19€,25.00€,FRP/desbloqueo,Samsung
2023-09-05,"s10 plus CAMBIO PANTALLA CON PANTALLA COMPATIBLE, 37€",37.00€,Cambio pantalla,Samsung
2023-09-05,"s10 plus CAMBIO PANTALLA CON PANTALLA COMPATIBLE, 49€",49.00€,Cambio pantalla,Samsung
2023-09-02,mi a3 CAMBIO DE PANTALLA Y TAPA TRASERA 88€. 43€,88.00€,Cambio pantalla,Xiaomi/Redmi
2023-09-02,zte blade a31 plus CAMBIO DE PANTALLA 45€. 26.4€,45.00€,Cambio pantalla,Otras
2023-09-02,UMIDIGI EL BOTON SE BLOQUEA 29€ SI ES MAS SE A 17€,29.00€,Otros,Otras
2023-09-02,samsung a14 mojado 49€ mojado sin garantia 49€,49.00€,Mojado/humedad,Samsung
2023-09-02,A70 CAMBIO DE PANTALLA COMPATIBLE OLED 79€ 31.5€,79.00€,Cambio pantalla,Samsung
2023-09-02,"IPHONE 6S CAMBIO DE BATERIA COMPATIBLE 29€, LIMP 20€",29.00€,Cambio batería,Apple
2023-09-02,iphone 11 CAMBIO DE PANTALLA COMPATIBLE 85€. LO 20€,85.00€,Cambio pantalla,Apple
2023-09-01,REDMI NOTE 8 CAMBIO PANTALLA COMPATIBLE 55€ VENDRA 42€,55.00€,Cambio pantalla,Xiaomi/Redmi
2023-09-01,"IPAD BOTON DE ENCEDIDO NO PULSA, PIDE CONECTA 77€",77.00€,Otros,Otras
2023-09-01,OPPO A73 5G CAMBIO DE PANTALLA COMPATIBLE 55€. 32€,55.00€,Cambio pantalla,Oppo/Realme
2023-08-31,"POCO X3 FRP 49€, SI ES MAS 69€ AVISAR ANTES 49€",49.00€,FRP/desbloqueo,Otras
2023-08-31,a70 si es cambio de conector 49€. no carga 49€,49.00€,Puerto carga/conector,Samsung
2023-08-31,A71 NO RECIBE CARGA HASTA 49€ REPARAR SI E 89€,49.00€,Otros,Samsung
2023-08-31,iphone 11 cambio pantalla compatible 85€ 20€,85.00€,Cambio pantalla,Apple
2023-08-31,"IPHONE 8+ NO SE LE ESCUCHA EN LLAMADAS, PRESUPUEST 29€",29.00€,Otros,Apple
2023-08-31,"IPHONE 8+ CAMBIO DE PANTALLA 49€, LIMPIEZA DE AL 20€",49.00€,Cambio pantalla,Apple
2023-08-31,"IPHONE 8+ CAMBIO DE PANTALLA 49€, LIMPIEZA DE AL 10€",49.00€,Cambio pantalla,Apple
2023-08-30,"POCO X3 CAMBIO DE BATERÍA 45€, PRESUPUESTO IN 45€",45.00€,Cambio batería,Otras
2023-08-30,IPHONE XR CAMBIO DE PANTALLA COMPATIBLE 85€. 20€,85.00€,Cambio pantalla,Apple
2023-08-30,iphone xr CAMBIO DE PANTALLA 85€. FALLA LA BOTO 20€,85.00€,Cambio pantalla,Apple
2023-08-30,iphone xr CAMBIO DE PANTALLA 85€. FALLA LA BOTO 50€,85.00€,Cambio pantalla,Apple
2023-08-30,OPPO A74 CAMBIO DE PANTALLA PRESUPUESTO DE 65€ 43€,65.00€,Cambio pantalla,Oppo/Realme
2023-08-30,SAMSUNG A40 CAMBIO DE PANTALLA PRESUPUESTO DE 55€ 27.5€,55.00€,Cambio pantalla,Samsung
2023-08-29,REDMI 9 REVISAR POR QUE LA PANTALLA SE TOCA SOLA 39€,39.00€,Otros,Xiaomi/Redmi
2023-08-29,IPHONE 8 SE 2020 CAMBIO DE PANTALLA COMPATIBLE 49€. 20€,49.00€,Cambio pantalla,Apple
2023-08-29,SPC GRAVITY MAX cambio conector 39€ 39€,39.00€,Puerto carga/conector,Otras
2023-08-29,HUAWEI NOVA 5T CAMBIAR PANTALLA PRESUPUESTO DE 65€ 32€,65.00€,Otros,Huawei/Honor
2023-08-29,MI 10 LITE 5G CAMBIO DE PANTALLA COMPATIBLE PRESUPUEST 89€,89.00€,Cambio pantalla,Xiaomi/Redmi
2023-08-29,"IPHONE XR REVISAR POR QUE NO ENCIENDE, PRESUPUESTO 89€",89.00€,Otros,Apple
2023-08-28,IPHOINE 8 PLUS CAMBIO PANTALLA Y BATERIA PRESUPUESTO DE 20€,20.00€,Cambio pantalla,Otras
2023-08-28,IPHOINE 8 PLUS CAMBIO PANTALLA Y BATERIA PRESUPUESTO DE 20€,20.00€,Cambio pantalla,Otras
2023-08-28,"OPPO A72 SE LE HA ROTO EL TELEFONO, ELENA LES HA 10€",10.00€,Otros,Oppo/Realme
2023-08-28,A03S CAMBIO DE PANTALLA COMPATIBLE 55/59€ P 34.4€,59.00€,Cambio pantalla,Samsung
2023-08-28,IPHONE 8 CAMBIO DE PANTALLA PRESUPUESTO DE 45€ 20€,45.00€,Cambio pantalla,Apple
2023-08-28,IPHONE X MOVIL MOJADO (SIN GARANTIA) TACTIL HA DE 20€,20.00€,Mojado/humedad,Apple
2023-08-28,IPHONE X MOVIL MOJADO (SIN GARANTIA) TACTIL HA DE 20€,20.00€,Mojado/humedad,Apple
2023-08-25,redmi 9a cambio pantalla 55€ 38.3€,55.00€,Cambio pantalla,Xiaomi/Redmi
2023-08-25,REALME 7 CAMBIO PANTALLA COMPATIBLE 69€ NO FUNC 31.5€,69.00€,Cambio pantalla,Oppo/Realme
2023-08-25,Lg q7 camvbio pantalla compatible 55€ 35.6€,55.00€,Otros,Otras
2023-08-25,"samsung note 10 lite cambio conector 49€ revisar bateria, e 49€",49.00€,Cambio batería,Samsung
2023-08-25,OPPO FIND X5 LITE CAMBIO DE PANTALLA PRESUPUESTO DE 85€ 30€,85.00€,Cambio pantalla,Oppo/Realme
2023-08-24,IPHONE X CAMBIO DE PANTALLA COMPATIBLE 75€. 20€,75.00€,Cambio pantalla,Apple
2023-08-24,iphone x LIMPIEZA DE AURICULAR 19€. NO ESCUCHA 19€,19.00€,Limpieza,Apple
2023-08-24,A50 FPC DE CARGA 65€ 59€,65.00€,Otros,Samsung
2023-08-24,samsung a13 CAMBIO PANTALLA COMPATIBLE 55€ 38€,55.00€,Cambio pantalla,Samsung
2023-08-24,"IPHONE 11 CAMBIO PANTALLA COMPATIBLE, HA ESTADO EN 20€",20.00€,Cambio pantalla,Apple
2023-08-23,"IPHONE 6+ TELEFONO COMPRADO POR 30€, CAMBIAR BAT 15€",30.00€,Otros,Apple
2023-08-23,"REDMI 9T SI ES CAMBIO DE PANTALLA 49€ REVISAR, 25€",49.00€,Cambio pantalla,Xiaomi/Redmi
2023-08-23,REDMI NOTE 12 5G REEMPLAZO PANTALLA PREMIUM 125 EUROS 29€,29.00€,Otros,Xiaomi/Redmi
2023-08-23,REDMI NOTE 11 4G CAMBIO DE PANTALLA PRESUPUESTO DE 65€ 35.5€,65.00€,Cambio pantalla,Xiaomi/Redmi
2023-08-23,"a52 tapa trasera despegada, 15€ pegado. no 15€",15.00€,Tapa trasera,Samsung
2023-08-23,IPHONE 7 PLUS CAMBIO DE BATERIA PRESUPUESTO DE 35€ 19€,35.00€,Cambio batería,Apple
2023-08-23,POCO X3 PRO CAMBIO DE BOTON LE DA IGUAL EL COLOR PRE 33.7€,33.70€,Otros,Otras
2023-08-23,s20 fe cambio pantalla service pack marco lavan 29.5€,29.50€,Cambio pantalla,Samsung
2023-08-23,note 8 frp 55€ pantalla rota y marco muy ro 55€,55.00€,FRP/desbloqueo,Samsung
2023-08-22,"A52 CAMBIO PANTALLA, VERIFICAR MODELO Y LLAM 30€",30.00€,Cambio pantalla,Samsung
2023-08-22,HONOS X7 CAMBIO DE PANTALLA PRESUPUESTO DE 55€ 34€,55.00€,Cambio pantalla,Otras
2023-08-22,P40 LITE 5G CAMBIO PANTALLA COMPATIBLE 55€ CRISTAL 25€,55.00€,Cambio pantalla,Otras
2023-08-22,iphone 8 telefono hinchado con la pantalla levant 20€,20.00€,Otros,Apple
2023-08-22,REDMI 9 CAMBIO PANTALLA 49€ 25€,49.00€,Cambio pantalla,Xiaomi/Redmi
2023-08-22,MOTO G6 PLAY CAMBIO PANTALLA 55 EUROS A MAS TARDAR EL 30€,30.00€,Cambio pantalla,Otras
2023-08-22,honor x8 cambio pantalla compatible 59€ esta do 27€,59.00€,Cambio pantalla,Huawei/Honor
2023-08-22,IPHONE 11 CAMBIO DE PANTALLA PRESUPUESTO DE 89 € 20€,89.00€,Cambio pantalla,Apple
2023-08-21,REDMI 9C FALLA LA PANTALLA 45€ 25€,45.00€,Otros,Xiaomi/Redmi
2023-08-21,REDMI 9 CAMBIO PANTALLA49€ 30€,49.00€,Cambio pantalla,Xiaomi/Redmi
2023-08-21,IPHONE SE 2020 cambio pantalla compatible 45€ 20€,45.00€,Cambio pantalla,Apple
2023-08-21,IPHONE 11 CAMBIO DE PANTALLA PRESUPUESTO DE 89€ 20€,89.00€,Cambio pantalla,Apple
2023-08-19,honor x8 cambio paNTALLA COMPATIBLE 55€ 30.6€,55.00€,Cambio pantalla,Huawei/Honor
2023-08-19,IPHONE 11 CAMBIO BATERIA 55€ 20€,55.00€,Cambio batería,Apple
2023-08-19,REDMI 9 CAMBIO PANTALLA 49€ 22€,49.00€,Cambio pantalla,Xiaomi/Redmi
2023-08-18,iphone xs max presupuesto de reparacion de placa + pan 20€,20.00€,Otros,Apple
2023-08-18,iphone xs max presupuesto de reparacion de placa + pan 20€,20.00€,Otros,Apple
2023-08-18,iphone xs max presupuesto de reparacion de placa + pan 10€,10.00€,Otros,Apple
2023-08-18,iphone xs max presupuesto de reparacion de placa + pan 89€,89.00€,Otros,Apple
2023-08-18,"a70 revisar cobertura, no funciona red, pide 89€",89.00€,Otros,Samsung
2023-08-18,S6 TAPA TRASERA 19€ 15€,19.00€,Tapa trasera,Samsung
2023-08-18,IPHONE XR CAMBIO PANTALLA COMPATIBLE 85€ 20€,85.00€,Cambio pantalla,Apple
2023-08-18,IPHONE 12 CAMBIO DE PANTALLA 99 20€,20.00€,Cambio pantalla,Apple
2023-08-17,IPHONE 6S cliente viene por cambio de bateria que 12€,12.00€,Cambio batería,Apple
2023-08-17,iphone xr limpieza de camara delantera.El cliente 25€,25.00€,Limpieza,Apple
2023-08-17,redmi 9 cambio pantalla compatible 59€ 59€,59.00€,Cambio pantalla,Xiaomi/Redmi
2023-08-17,iphone 8 NO FUNCIONA EL MICROFONO HACER CAMBIO DE 36.1€,36.10€,Otros,Apple
2023-08-16,POCO F1 CAMBIO DE BATERÍA COMPATIBLE CALIDAD PR 35€,35.00€,Cambio batería,Otras
2023-08-16,"a32 5g el telefon no da imagen, lo conectamos a 65€",65.00€,Otros,Samsung
2023-08-14,iphone 11 cambio pantalla compatible 85 €para el 20€,85.00€,Cambio pantalla,Apple
2023-08-14,"DOOGE CAMBIO PUERTO DE CARGA 35€, no se acue 35€",35.00€,Puerto carga/conector,Otras
